,pokedex_number,name,generation,status,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_type_number,egg_type_1,egg_type_2,percentage_male,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
816,707,Klefki,6,Normal,Key Ring Pokémon,2,Steel,Fairy,0.2,3.0,2,Prankster,,Magician,470.0,57.0,80.0,91.0,80.0,87.0,75.0,75.0,70.0,165.0,Fast,1,Mineral,,50.0,20.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5
817,708,Phantump,6,Normal,Stump Pokémon,2,Ghost,Grass,0.4,7.0,3,Natural Cure,Frisk,Harvest,309.0,43.0,70.0,48.0,50.0,60.0,38.0,120.0,70.0,62.0,Medium Fast,2,Amorphous,Grass,50.0,20.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
818,709,Trevenant,6,Normal,Elder Tree Pokémon,2,Ghost,Grass,1.5,71.0,3,Natural Cure,Frisk,Harvest,474.0,85.0,110.0,76.0,65.0,82.0,56.0,60.0,70.0,166.0,Medium Fast,2,Amorphous,Grass,50.0,20.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
819,710,Pumpkaboo Average Size,6,Normal,Pumpkin Pokémon,2,Ghost,Grass,0.4,5.0,3,Pickup,Frisk,Insomnia,335.0,49.0,66.0,70.0,44.0,55.0,51.0,120.0,70.0,67.0,Medium Fast,1,Amorphous,,50.0,20.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
820,710,Pumpkaboo Small Size,6,Normal,Pumpkin Pokémon,2,Ghost,Grass,0.3,3.5,3,Pickup,Frisk,Insomnia,335.0,44.0,66.0,70.0,44.0,55.0,56.0,120.0,70.0,67.0,Medium Fast,1,Amorphous,,50.0,20.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
821,710,Pumpkaboo Large Size,6,Normal,Pumpkin Pokémon,2,Ghost,Grass,0.5,7.5,3,Pickup,Frisk,Insomnia,335.0,54.0,66.0,70.0,44.0,55.0,46.0,120.0,70.0,67.0,Medium Fast,1,Amorphous,,50.0,20.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
822,710,Pumpkaboo Super Size,6,Normal,Pumpkin Pokémon,2,Ghost,Grass,0.8,15.0,3,Pickup,Frisk,Insomnia,335.0,59.0,66.0,70.0,44.0,55.0,41.0,120.0,70.0,67.0,Medium Fast,1,Amorphous,,50.0,20.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
823,711,Gourgeist Average Size,6,Normal,Pumpkin Pokémon,2,Ghost,Grass,0.9,12.5,3,Pickup,Frisk,Insomnia,494.0,65.0,90.0,122.0,58.0,75.0,84.0,60.0,70.0,173.0,Medium Fast,1,Amorphous,,50.0,20.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
824,711,Gourgeist Small Size,6,Normal,Pumpkin Pokémon,2,Ghost,Grass,0.7,9.5,3,Pickup,Frisk,Insomnia,494.0,55.0,85.0,122.0,58.0,75.0,99.0,60.0,70.0,173.0,Medium Fast,1,Amorphous,,50.0,20.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
825,711,Gourgeist Large Size,6,Normal,Pumpkin Pokémon,2,Ghost,Grass,1.1,14.0,3,Pickup,Frisk,Insomnia,494.0,75.0,95.0,122.0,58.0,75.0,69.0,60.0,70.0,173.0,Medium Fast,1,Amorphous,,50.0,20.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
826,711,Gourgeist Super Size,6,Normal,Pumpkin Pokémon,2,Ghost,Grass,1.7,39.0,3,Pickup,Frisk,Insomnia,494.0,85.0,100.0,122.0,58.0,75.0,54.0,60.0,70.0,173.0,Medium Fast,1,Amorphous,,50.0,20.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
827,712,Bergmite,6,Normal,Ice Chunk Pokémon,1,Ice,,1.0,99.5,3,Own Tempo,Ice Body,Sturdy,304.0,55.0,69.0,85.0,32.0,35.0,28.0,190.0,70.0,61.0,Medium Fast,2,Mineral,Monster,50.0,20.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
828,713,Avalugg,6,Normal,Iceberg Pokémon,1,Ice,,2.0,505.0,3,Own Tempo,Ice Body,Sturdy,514.0,95.0,117.0,184.0,44.0,46.0,28.0,55.0,70.0,180.0,Medium Fast,2,Mineral,Monster,50.0,20.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
829,714,Noibat,6,Normal,Sound Wave Pokémon,2,Flying,Dragon,0.5,8.0,3,Frisk,Infiltrator,Telepathy,245.0,40.0,30.0,35.0,45.0,40.0,55.0,190.0,70.0,49.0,Medium Fast,2,Dragon,Flying,50.0,20.0,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0
830,715,Noivern,6,Normal,Sound Wave Pokémon,2,Flying,Dragon,1.5,85.0,3,Frisk,Infiltrator,Telepathy,535.0,85.0,70.0,80.0,97.0,80.0,123.0,45.0,70.0,187.0,Medium Fast,2,Dragon,Flying,50.0,20.0,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0
831,716,Xerneas,6,Legendary,Life Pokémon,1,Fairy,,3.0,215.0,1,Fairy Aura,,,680.0,126.0,131.0,95.0,131.0,98.0,99.0,45.0,0.0,306.0,Slow,1,Undiscovered,,55.00315656565657,120.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
832,717,Yveltal,6,Legendary,Destruction Pokémon,2,Dark,Flying,5.8,203.0,1,Dark Aura,,,680.0,126.0,131.0,95.0,131.0,98.0,99.0,45.0,0.0,306.0,Slow,1,Undiscovered,,55.00315656565657,120.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0
833,718,Zygarde 50% Forme,6,Legendary,Order Pokémon,2,Dragon,Ground,5.0,305.0,2,Aura Break,Power Construct,,600.0,108.0,100.0,121.0,81.0,95.0,95.0,3.0,0.0,270.0,Slow,1,Undiscovered,,55.00315656565657,120.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
834,718,Zygarde 10% Forme,6,Legendary,Order Pokémon,2,Dragon,Ground,1.2,33.5,2,Aura Break,Power Construct,,486.0,54.0,100.0,71.0,61.0,85.0,115.0,3.0,0.0,219.0,Slow,1,Undiscovered,,55.00315656565657,120.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
835,718,Zygarde Complete Forme,6,Legendary,Order Pokémon,2,Dragon,Ground,4.5,610.0,1,Power Construct,,,708.0,216.0,100.0,121.0,91.0,95.0,85.0,3.0,0.0,319.0,Slow,1,Undiscovered,,55.00315656565657,120.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
836,719,Diancie,6,Mythical,Jewel Pokémon,2,Rock,Fairy,0.7,8.8,1,Clear Body,,,600.0,50.0,100.0,150.0,100.0,150.0,50.0,3.0,70.0,270.0,Slow,1,Undiscovered,,55.00315656565657,25.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,4.0,1.0
837,719,Mega Diancie,6,Mythical,Jewel Pokémon,2,Rock,Fairy,1.1,27.8,1,Magic Bounce,,,700.0,50.0,160.0,110.0,160.0,110.0,110.0,3.0,70.0,315.0,Slow,1,Undiscovered,,55.00315656565657,25.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,4.0,1.0
838,720,Hoopa Hoopa Confined,6,Mythical,Mischief Pokémon,2,Psychic,Ghost,0.5,9.0,1,Magician,,,600.0,80.0,110.0,60.0,150.0,130.0,70.0,3.0,100.0,270.0,Slow,1,Undiscovered,,55.00315656565657,120.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.5,1.0,1.0,4.0,1.0,4.0,1.0,1.0
839,720,Hoopa Hoopa Unbound,6,Mythical,Djinn Pokémon,2,Psychic,Dark,6.5,490.0,1,Magician,,,680.0,80.0,160.0,60.0,170.0,130.0,80.0,3.0,100.0,306.0,Slow,1,Undiscovered,,55.00315656565657,120.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0
840,721,Volcanion,6,Mythical,Steam Pokémon,2,Fire,Water,1.7,195.0,1,Water Absorb,,,600.0,80.0,110.0,120.0,130.0,90.0,70.0,3.0,100.0,270.0,Slow,1,Undiscovered,,55.00315656565657,120.0,1.0,0.25,0.0,2.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.25,0.5
841,722,Rowlet,7,Normal,Grass Quill Pokémon,2,Grass,Flying,0.3,1.5,2,Overgrow,,Long Reach,320.0,68.0,55.0,55.0,50.0,50.0,42.0,45.0,70.0,64.0,Medium Slow,1,Flying,,87.5,15.0,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
842,723,Dartrix,7,Normal,Blade Quill Pokémon,2,Grass,Flying,0.7,16.0,2,Overgrow,,Long Reach,420.0,78.0,75.0,75.0,70.0,70.0,52.0,45.0,70.0,147.0,Medium Slow,1,Flying,,87.5,15.0,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
843,724,Decidueye,7,Normal,Arrow Quill Pokémon,2,Grass,Ghost,1.6,36.6,2,Overgrow,,Long Reach,530.0,78.0,107.0,75.0,100.0,100.0,70.0,45.0,70.0,239.0,Medium Slow,1,Flying,,87.5,15.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
844,725,Litten,7,Normal,Fire Cat Pokémon,1,Fire,,0.4,4.3,2,Blaze,,Intimidate,320.0,45.0,65.0,40.0,60.0,40.0,70.0,45.0,70.0,64.0,Medium Slow,1,Field,,87.5,15.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
845,726,Torracat,7,Normal,Fire Cat Pokémon,1,Fire,,0.7,25.0,2,Blaze,,Intimidate,420.0,65.0,85.0,50.0,80.0,50.0,90.0,45.0,70.0,147.0,Medium Slow,1,Field,,87.5,15.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
846,727,Incineroar,7,Normal,Heel Pokémon,2,Fire,Dark,1.8,83.0,2,Blaze,,Intimidate,530.0,95.0,115.0,90.0,80.0,90.0,60.0,45.0,70.0,239.0,Medium Slow,1,Field,,87.5,15.0,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0
847,728,Popplio,7,Normal,Sea Lion Pokémon,1,Water,,0.4,7.5,2,Torrent,,Liquid Voice,320.0,50.0,54.0,54.0,66.0,56.0,40.0,45.0,70.0,64.0,Medium Slow,2,Field,Water 1,87.5,15.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
848,729,Brionne,7,Normal,Pop Star Pokémon,1,Water,,0.6,17.5,2,Torrent,,Liquid Voice,420.0,60.0,69.0,69.0,91.0,81.0,50.0,45.0,70.0,147.0,Medium Slow,2,Field,Water 1,87.5,15.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
849,730,Primarina,7,Normal,Soloist Pokémon,2,Water,Fairy,1.8,44.0,2,Torrent,,Liquid Voice,530.0,80.0,74.0,74.0,126.0,116.0,60.0,45.0,70.0,239.0,Medium Slow,2,Field,Water 1,87.5,15.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0
850,731,Pikipek,7,Normal,Woodpecker Pokémon,2,Normal,Flying,0.3,1.2,3,Keen Eye,Skill Link,Pickup,265.0,35.0,75.0,30.0,30.0,30.0,65.0,255.0,70.0,53.0,Medium Fast,1,Flying,,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
851,732,Trumbeak,7,Normal,Bugle Beak Pokémon,2,Normal,Flying,0.6,14.8,3,Keen Eye,Skill Link,Pickup,355.0,55.0,85.0,50.0,40.0,50.0,75.0,120.0,70.0,124.0,Medium Fast,1,Flying,,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
852,733,Toucannon,7,Normal,Cannon Pokémon,2,Normal,Flying,1.1,26.0,3,Keen Eye,Skill Link,Sheer Force,485.0,80.0,120.0,75.0,75.0,75.0,60.0,45.0,70.0,218.0,Medium Fast,1,Flying,,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
853,734,Yungoos,7,Normal,Loitering Pokémon,1,Normal,,0.4,6.0,3,Strong Jaw,Stakeout,Adaptability,253.0,48.0,70.0,30.0,30.0,30.0,45.0,255.0,70.0,51.0,Medium Fast,1,Field,,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
854,735,Gumshoos,7,Normal,Stakeout Pokémon,1,Normal,,0.7,14.2,3,Strong Jaw,Stakeout,Adaptability,418.0,88.0,110.0,60.0,55.0,60.0,45.0,127.0,70.0,146.0,Medium Fast,1,Field,,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
855,736,Grubbin,7,Normal,Larva Pokémon,1,Bug,,0.4,4.4,1,Swarm,,,300.0,47.0,62.0,45.0,55.0,45.0,46.0,255.0,70.0,60.0,Medium Fast,1,Bug,,50.0,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
856,737,Charjabug,7,Normal,Battery Pokémon,2,Bug,Electric,0.5,10.5,1,Battery,,,400.0,57.0,82.0,95.0,55.0,75.0,36.0,120.0,70.0,140.0,Medium Fast,1,Bug,,50.0,15.0,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
857,738,Vikavolt,7,Normal,Stag Beetle Pokémon,2,Bug,Electric,1.5,45.0,1,Levitate,,,500.0,77.0,70.0,90.0,145.0,75.0,43.0,45.0,70.0,225.0,Medium Fast,1,Bug,,50.0,15.0,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
858,739,Crabrawler,7,Normal,Boxing Pokémon,1,Fighting,,0.6,7.0,3,Hyper Cutter,Iron Fist,Anger Point,338.0,47.0,82.0,57.0,42.0,47.0,63.0,225.0,70.0,68.0,Medium Fast,1,Water 3,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
859,740,Crabominable,7,Normal,Woolly Crab Pokémon,2,Fighting,Ice,1.7,180.0,3,Hyper Cutter,Iron Fist,Anger Point,478.0,97.0,132.0,77.0,62.0,67.0,43.0,60.0,70.0,167.0,Medium Fast,1,Water 3,,50.0,20.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,2.0,2.0,0.5,1.0,1.0,1.0,0.5,2.0,2.0
860,741,Oricorio Baile Style,7,Normal,Dancing Pokémon,2,Fire,Flying,0.6,3.4,1,Dancer,,,476.0,75.0,70.0,70.0,98.0,70.0,93.0,45.0,70.0,167.0,Medium Fast,1,Flying,,25.0,20.0,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5
861,741,Oricorio Pom-Pom Style,7,Normal,Dancing Pokémon,2,Electric,Flying,0.6,3.4,1,Dancer,,,476.0,75.0,70.0,70.0,98.0,70.0,93.0,45.0,70.0,167.0,Medium Fast,1,Flying,,25.0,20.0,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
862,741,Oricorio Pa'u Style,7,Normal,Dancing Pokémon,2,Psychic,Flying,0.6,3.4,1,Dancer,,,476.0,75.0,70.0,70.0,98.0,70.0,93.0,45.0,70.0,167.0,Medium Fast,1,Flying,,25.0,20.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
863,741,Oricorio Sensu Style,7,Normal,Dancing Pokémon,2,Ghost,Flying,0.6,3.4,1,Dancer,,,476.0,75.0,70.0,70.0,98.0,70.0,93.0,45.0,70.0,167.0,Medium Fast,1,Flying,,25.0,20.0,0.0,1.0,1.0,2.0,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,1.0,1.0
864,742,Cutiefly,7,Normal,Bee Fly Pokémon,2,Bug,Fairy,0.1,0.2,3,Honey Gather,Shield Dust,Sweet Veil,304.0,40.0,45.0,40.0,55.0,40.0,84.0,190.0,70.0,61.0,Medium Fast,2,Bug,Fairy,50.0,20.0,1.0,2.0,1.0,1.0,0.5,1.0,0.25,2.0,0.5,2.0,1.0,0.5,2.0,1.0,0.0,0.5,2.0,1.0
865,743,Ribombee,7,Normal,Bee Fly Pokémon,2,Bug,Fairy,0.2,0.5,3,Honey Gather,Shield Dust,Sweet Veil,464.0,60.0,55.0,60.0,95.0,70.0,124.0,75.0,70.0,162.0,Medium Fast,2,Bug,Fairy,50.0,20.0,1.0,2.0,1.0,1.0,0.5,1.0,0.25,2.0,0.5,2.0,1.0,0.5,2.0,1.0,0.0,0.5,2.0,1.0
866,744,Rockruff,7,Normal,Puppy Pokémon,1,Rock,,0.5,9.2,3,Keen Eye,Vital Spirit,Steadfast,280.0,45.0,65.0,40.0,30.0,40.0,60.0,190.0,70.0,56.0,Medium Fast,1,Field,,50.0,15.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
867,744,Own Tempo Rockruff,7,Normal,Puppy Pokémon,1,Rock,,0.5,9.2,1,Own Tempo,,,280.0,45.0,65.0,40.0,30.0,40.0,60.0,190.0,70.0,56.0,Medium Fast,1,Field,,50.0,15.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
868,745,Lycanroc Midday Form,7,Normal,Wolf Pokémon,1,Rock,,0.8,25.0,3,Keen Eye,Sand Rush,Steadfast,487.0,75.0,115.0,65.0,55.0,65.0,112.0,90.0,70.0,170.0,Medium Fast,1,Field,,50.0,15.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
869,745,Lycanroc Midnight Form,7,Normal,Wolf Pokémon,1,Rock,,1.1,25.0,3,Keen Eye,Vital Spirit,No Guard,487.0,85.0,115.0,75.0,55.0,75.0,82.0,90.0,70.0,170.0,Medium Fast,1,Field,,50.0,15.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
870,745,Lycanroc Dusk Form,7,Normal,Wolf Pokémon,1,Rock,,0.8,25.0,1,Tough Claws,,,487.0,75.0,117.0,65.0,55.0,65.0,110.0,90.0,70.0,170.0,Medium Fast,1,Field,,50.0,15.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
871,746,Wishiwashi Solo Form,7,Normal,Small Fry Pokémon,1,Water,,0.2,0.3,1,Schooling,,,175.0,45.0,20.0,20.0,25.0,25.0,40.0,60.0,70.0,61.0,Fast,1,Water 2,,50.0,15.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
872,746,Wishiwashi School Form,7,Normal,Small Fry Pokémon,1,Water,,8.2,78.6,1,Schooling,,,620.0,45.0,140.0,130.0,140.0,135.0,30.0,60.0,70.0,217.0,Fast,1,Water 2,,50.0,15.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
873,747,Mareanie,7,Normal,Brutal Star Pokémon,2,Poison,Water,0.4,8.0,3,Merciless,Limber,Regenerator,305.0,50.0,53.0,62.0,43.0,52.0,45.0,190.0,70.0,61.0,Medium Fast,1,Water 1,,50.0,20.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
874,748,Toxapex,7,Normal,Brutal Star Pokémon,2,Poison,Water,0.7,14.5,3,Merciless,Limber,Regenerator,495.0,50.0,63.0,152.0,53.0,142.0,35.0,75.0,70.0,173.0,Medium Fast,1,Water 1,,50.0,20.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
875,749,Mudbray,7,Normal,Donkey Pokémon,1,Ground,,1.0,110.0,3,Own Tempo,Stamina,Inner Focus,385.0,70.0,100.0,70.0,45.0,55.0,45.0,190.0,70.0,77.0,Medium Fast,1,Field,,50.0,20.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
876,750,Mudsdale,7,Normal,Draft Horse Pokémon,1,Ground,,2.5,920.0,3,Own Tempo,Stamina,Inner Focus,500.0,100.0,125.0,100.0,55.0,85.0,35.0,60.0,70.0,175.0,Medium Fast,1,Field,,50.0,20.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
877,751,Dewpider,7,Normal,Water Bubble Pokémon,2,Water,Bug,0.3,4.0,2,Water Bubble,,Water Absorb,269.0,38.0,40.0,52.0,40.0,72.0,27.0,200.0,70.0,54.0,Medium Fast,2,Bug,Water 1,50.0,15.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
878,752,Araquanid,7,Normal,Water Bubble Pokémon,2,Water,Bug,1.8,82.0,2,Water Bubble,,Water Absorb,454.0,68.0,70.0,92.0,50.0,132.0,42.0,100.0,70.0,159.0,Medium Fast,2,Bug,Water 1,50.0,15.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
879,753,Fomantis,7,Normal,Sickle Grass Pokémon,1,Grass,,0.3,1.5,2,Leaf Guard,,Contrary,250.0,40.0,55.0,35.0,50.0,35.0,35.0,190.0,70.0,50.0,Medium Fast,1,Grass,,50.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
880,754,Lurantis,7,Normal,Bloom Sickle Pokémon,1,Grass,,0.9,18.5,2,Leaf Guard,,Contrary,480.0,70.0,105.0,90.0,80.0,90.0,45.0,75.0,70.0,168.0,Medium Fast,1,Grass,,50.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
881,755,Morelull,7,Normal,Illuminating Pokémon,2,Grass,Fairy,0.2,1.5,3,Illuminate,Effect Spore,Rain Dish,285.0,40.0,35.0,55.0,65.0,75.0,15.0,190.0,70.0,57.0,Medium Fast,1,Grass,,50.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0
882,756,Shiinotic,7,Normal,Illuminating Pokémon,2,Grass,Fairy,1.0,11.5,3,Illuminate,Effect Spore,Rain Dish,405.0,60.0,45.0,80.0,90.0,100.0,30.0,75.0,70.0,142.0,Medium Fast,1,Grass,,50.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0
883,757,Salandit,7,Normal,Toxic Lizard Pokémon,2,Poison,Fire,0.6,4.8,2,Corrosion,,Oblivious,320.0,48.0,44.0,40.0,71.0,40.0,77.0,120.0,70.0,64.0,Medium Fast,2,Dragon,Monster,87.5,20.0,1.0,0.5,2.0,1.0,0.25,0.5,0.5,0.5,4.0,1.0,2.0,0.25,2.0,1.0,1.0,1.0,0.5,0.25
884,758,Salazzle,7,Normal,Toxic Lizard Pokémon,2,Poison,Fire,1.2,22.2,2,Corrosion,,Oblivious,480.0,68.0,64.0,60.0,111.0,60.0,117.0,45.0,70.0,168.0,Medium Fast,2,Dragon,Monster,0.0,20.0,1.0,0.5,2.0,1.0,0.25,0.5,0.5,0.5,4.0,1.0,2.0,0.25,2.0,1.0,1.0,1.0,0.5,0.25
